fold,test_date,train_hours,horizon_hours,model_id,model,n,mae,rmse,wape_pct,smape_pct,r2,bias_prediction_minus_actual,underprediction_rate_pct,peak_mae,negative_prediction_count
1,2025-04-22,24,24,block_persistence_24h,24h block persistence,24,74694.58333333333,79728.90677215719,9.826795109839173,10.011239566770042,-0.2250290704846163,-34171.333333333336,70.83333333333334,105354.33333333333,0
1,2025-04-22,24,24,seasonal_naive_24h,24h seasonal naive,24,73185.45833333333,90218.19192495676,9.62825511525943,10.22969040448652,-0.5685667859143324,-73185.45833333333,100.0,138643.0,0
1,2025-04-22,24,24,past_same_hour_mean,Past same-hour mean,24,73185.45833333333,90218.19192495676,9.62825511525943,10.22969040448652,-0.5685667859143324,-73185.45833333333,100.0,138643.0,0
1,2025-04-22,24,24,ridge_calendar,Ridge calendar,24,74434.78866439578,90605.12850272346,9.792616607619205,10.005434690121717,-0.582050483470612,-73185.45833333333,87.5,148559.55011769474,0
1,2025-04-22,24,24,ridge_calendar_weather_oracle,Ridge calendar + observed weather (oracle),24,6075254.697498863,8162748.166020013,799.2585337278043,165.00367074950978,-12839.666676633398,-6075254.697498863,100.0,13347367.578854727,19
2,2025-04-23,48,24,block_persistence_24h,24h block persistence,24,45885.208333333336,54306.50678517569,6.440340711214514,6.421023864922286,-0.20256526641621697,22288.458333333332,29.166666666666668,62269.666666666664,0
2,2025-04-23,48,24,seasonal_naive_24h,24h seasonal naive,24,50757.875,74266.95819614759,7.124256828093382,6.703542188832988,-1.2490348905248951,47645.791666666664,29.166666666666668,12990.0,0
2,2025-04-23,48,24,past_same_hour_mean,Past same-hour mean,24,32092.145833333332,38650.0065169518,4.504378662055761,4.58685922905816,0.3908783123348558,11053.0625,37.5,9544.166666666666,0
2,2025-04-23,48,24,ridge_calendar,Ridge calendar,24,36041.868295808024,46661.40530234822,5.058752485277462,4.954460501559278,0.11218894529077417,11053.062499999965,45.83333333333333,29551.22117788884,0
2,2025-04-23,48,24,ridge_calendar_weather_oracle,Ridge calendar + observed weather (oracle),24,37725.955032806974,45597.961741081344,5.29512696776252,5.3402189111260014,0.15219537880022083,-22398.42111305502,66.66666666666666,60198.196529406356,0
3,2025-04-24,72,24,block_persistence_24h,24h block persistence,24,57761.458333333336,65486.52195013108,8.319163255796228,8.2316059327217,-0.4393646519070291,36180.875,29.166666666666668,60408.333333333336,0
3,2025-04-24,72,24,seasonal_naive_24h,24h seasonal naive,24,18147.416666666668,25688.273044329002,2.6137034326543995,2.6432585642828146,0.7785188346035732,18147.416666666668,0.0,6116.333333333333,0
3,2025-04-24,72,24,past_same_hour_mean,Past same-hour mean,24,37333.541666666664,47663.345911182885,5.377008077769346,5.378656681756893,0.23750669527231938,25516.124999999996,29.166666666666668,12479.111111111124,0
3,2025-04-24,72,24,ridge_calendar,Ridge calendar,24,41227.58100140364,56440.733129717046,5.937851759437166,5.864367636126949,-0.06918356699753159,25516.124999999996,37.5,26604.905233963975,0
3,2025-04-24,72,24,ridge_calendar_weather_oracle,Ridge calendar + observed weather (oracle),24,37073.109207622656,43941.46698686661,5.339498980762262,5.3271781923827195,0.35193870242696257,7.390258745770552,50.0,52344.860020208755,0
